truncated_text
The Borg does not come
Berman and Pilliar have made
"After he died, they only"
No wonder Majel Barrett was
I don't blame her for
Poor Bakula.
"He's a great actor, as"
"I like them all, but"
Just check the ratings.
I think more people watched
"Okay first of all, I"
this is how a normal
Oh and did you see
I was planning to watch
Come on!!!!
This is star trek!!!!!!!!!!!!!!!!!!!!<br /><br
"In one episode, Hoshi had"
"Okay fine, little dumb to"
Okay that was what I
A BANANA SLUG CANNOT LEAVE
How dumb are these writers<br
While it's early to say
There is still potential for
Of course when I first
My gut tells me Enterprise
I liked the introduction.
The show's opening credits were
Scott Bakula is excellent in
The plot of the episode
Were you to edit out
The central plot didn't reflect
Instead of isolated references to
Get a little more nostalgic
Make us feel the excitement
There was WAY too much
"New kids on the block,"
"Sadly, the Klingons landed on"
That meeting could have been
Just how DO two such
"Don't just hint about it,"
I wanted to see something
The series promises to have
There are some interesting characters.
Bakula is wonderful.
Blalock has potential.
The overall theme is the
If only future episodes can
Good luck Capt.
Archer.<br /><br />To the producers:
:-)
I'm not a huge Star
I was intrigued by the
I found the plot to
The earlier part of the
Although Turturro is an actor
Overall it seems as if
a movie that attempts to
the movie twists and turns
the same applies for the
the plot is quite silly
whih in itelf is not
in all worth a lazy
If you can imagine Mickey
And the problem is that
It's sort of like watching
Even the title song is
I really wanted to like
Add to the mix Gary
<br /><br />The trouble was.....it
I found myself looking at
Jean Arthur's character was somewhat
This was several years before
Head up the pass and
I have always admired Susan
I therefor found it strange
Her character's rescue from the
The trip had been turned
The same company staged a
I feel that the film
I fail to see why
Warning Spoilers following.
Superb recreation of the base
"Other than that, libelous!, scandalous!"
Filmed in Canada; presumably by
I caught the last half
Nothing much to say other
I can only assume that
OK first of all the
Secondly the plot was all
Had there been some brief
Also I appreciate fantasy but
It was bizarre and badly
The scenes did not flow
It was hard to follow
I love Chinese epic films
Beware you will be disappointed.
Zu Warriors most definitely should've
This is not so much
As far as I can
This theory seems to be
When it's first mentioned that
"A nihilistic martial arts film!"""
Although you have to consider
Zu Warriors makes exactly the
That's not a good sign.
I found the special effects
Primitive.
Watched this on DVD in
Either the subtitling was very
There are quite a few
It's just bad.
The bright and colorful scenes
If anything this makes me
I'm certain I grasped what
"""Spielberg loves the smell of"
But sentiment at the expense
"Nobody should love that."" -"
The film opens with the
This motif  innocence interrupted
Celie is revealed to have
The cumulative effect is like
Ten minutes?
He lasted a long time.<br
"Alice Walker, the author of"
Her book is a lesbian
"For Walker, the only way"
This is a film in
A film in which Albert
A film in which all
<br /><br />This is a
A film in which black
A film in which poverty
This is not the Old
"In other words, it's the"
"It's all so cartoonish, so"
This reconciliation was in Walker's
We have only the vaguest
"Instead, Spielberg's camera jumps about,"
Couple this with Quincy Jones'
Consider this: the men in
"No, they are cruel by"
"And the women, whether quietly"
A better film would not
Late in the film one
The implication is that blacks
ie- Respect one another in
<br /><br />3/10 - A
You may consider a couple
(Other Oscars for best actor
that I don't know about.
But it would be hard
While watching this movie a
"Sentimentality is sugary and unreal,"
When in real life to
There are examples of this
on and on.
Nothing rings true.
I even wondered if Harpo's
"Spielberg isn't above such ""cuteness.""<br"
"Schindler's List was amazing, deeply"
This is really terrible.<br /><br
I wouldn't have bothered commenting
Let me debunk the myths
Everything yells tacky.
The actress is ugly.
The fight choreography is the
The fight scenes are unbelievably
Imagine a girl flailing her
"Obviously, the director just pulled"
Unforgivable.
"Dude, really!!!!"
where have you guys been
"This is a joke, there"
Total waist of money and
"Well, you know the rest!"
This has to be the
I can only imagine that
This movie uses fast cuts
An average 8 year old
I'm in Iraq right now
We also have access to
I've seen a few other
"It's not tongue in cheek,"
This movie is just one
At least that movie is
This is right at that
"from the bad acting, to"
they couldn't even get blanks
"as for the cast, it"
"Once again, like Ron Hall"
"Also, the comment about this"
This is exactly what all
"Buffy the Vampire Slayer, Blade,"
This is the newest vampire
obviously anyone who wrote a
"But what do I care,"
"Anyway, to wrap this up,"
Of course I also know
I do know how to
"I work 12 hour nights,"
"""Valentine"" is another horror movie"
It certainly isn't as good
One of those films was
"""Valentine"" is a better film"
The plot: a nerdy young
Then the film moves years
The killer is presumed to
But is it him?
Or could it be somebody
"""Valentine"" has an attractive cast"
They do what they can
There are some scary moments
<br /><br />** (out of
There's one line that makes
Everyone else: this is just
The female characters are typical
"They are wooden, annoying and"
You are glad when they
Long live the strong female
There are so many puns
I will say this though;
"You know, the ones with"
The villain is omniscient and
The heroes are easily scared
Since the film gives them
This stalker appears to be
"With Valentine's Day approaching, the"
Melton seems like the obvious
"Only problem is, as numerous"
So (insert terrified gasp here)
In order to have any
Nerds don't turn into Angel
"He's not a terrible actor,"
Denise Richards (the bustiest actress
Note to self: always bring
Just because it's February doesn't
Here's problem number two.
The filmmakers clearly thought this
"Plain and simple, it's not."
"Instead, it just made me"
"Then again, given the things"
<br /><br />Not only is
Do not watch this movie.
Even if you're alone on
You'll be glad you did.
There is no way to
It's a shame that I
What's wrong with it?
Acting: There is not one
"Soundtrack (songs): ""If we get"
Don't even get me started
The filmmakers get points for
I feel like one of
I could go on and
I will give this 2
One star for making me
"Seriously, do not waste your"
In an attempt to bring
Why did people like Halloween?
"Because it was original, new"
Why did they like Scream?
Because at least it made
Valentine is just a stupid
The plot is so similar
And the moment the killer
The teen slasher genre is
"Firstly, there are some good"
In the advertising of this
And what's with that look
Perhaps it's part of the
"Still, the writing is fine."
You know who it is
I think the book it's
This stalk and slash turkey
"A masked killer stalks young,"
So what was the point
Valentine is a horrible movie.
This is what I thought
Katherine Heigl can not act.
The other's weren't much better.<br
This movie had the potential
The name `Paige Prescott' Recognize
It's a really stupid movie.<br
This movie was rented by
Her choice is normally good.
I read the cover first
Although it<br /><br />was a
Which i don't prefer.
But no horror came to
"It was a dull,<br /><br"
The appearance of Denise Richards<br
But that's it.
We (the four of us)<br
But feel free to see
The Good: I liked this
"The acting wasn't too bad,"
There just wasn't much to
The ways the killer killed
I do not recommend this
Its plain to see why
They are so unbelievably formulaic.
And if Valentine had been
"As always, a masked psychotic"
"Lots of T&A on display,"
The thing is that they
Usually something that was never
main character's mother's uncle's fishing
Everybody still left alive throughout
As we all know at
***************SPOILER!!!!!!
(mini spoiler anyway)*************** In Valentine
The issue is only part
"Will the killer want more,"
To anybody thinking of making
"Originality is so important, and"
***SPOILERS*** ***SPOILERS*** Are all teen
It awfully seems so.
"First of all, this is"
A rejected young nerd who
Can't say you had nothing
But this film goes through
Everything from the score to
We know the pattern by
These stupid slasher movies push
Let me ask you something:
Does that make any damn
One good shot involves the
She gets trapped inside a
There's some good songs in
The music video is contained
The actors all sleep through
"Of course, David Boreanaz is"
Don't even bother.<br /><br />My
here was no effort put
I've heard a lot of
The punch bowl over poor
Enjoy!').
But that's just a suggestion.<br
We get to know some
The problem here is that
"Take Jason, for example."
Here is this hopelessly arrogant
"Besides that, and more importantly,"
<br /><br />It is not
"Sure, I thought for a"
We know from early on
We already know he is
"Early in the film, when"
But then for the rest
"Director Jamie Blanks (who, with"
"This is, of course, completely"
The only difference between the
This stuff is shameless.
"<br /><br />At the end,"
Nothing in the film hinted
Valentine is not scary (I
I remember being impressed by
This movie in away was
It's theme rhymes with every
Valentine makes ZERO attempt to
What is valentine anyway?
It's a bunch of people
There is nothing original in
<br /><br />I only saw
1.Prom Night 2.Carrie 3.Scream 4.Any
How come every horror movie
One minute a nice girl
It was as if they
<br /><br />Do not see
Well the reason for seeing
I mean haven't we had
Scream and Scary Movie at
"The plot sucks, and the"
"(Only Godzilla can compare, which"
(and you don't care.) The
(2/10)
"""In 1955, Tobias Schneerbaum disappeared"
One year later he walked
It took him 45 years
"In reality, anyone looking for"
The first half of the
The second half relies on
"Unless of course, you are"
I give up.
Big disappointment and not really
"So, where are the cannibals?"
Those intrigued by the title
"Instead, we are shown a"
"The man, Tobias Schneebaum is"
Not all together a bad
Very interesting and great cinematography.
Schneebaum remains highly likable throughout
"Well, where to begin?"
I guess I can start
Call me ignorant for not
"Yeah, I felt quite stupid"
I certainly didn't expect an
I certainly didn't expect the
The old man just rambles
Oh really?
He was a cannibal?
Ninety percent of the movie
The only time that we
Ninety minutes of bull later
It's like calling a movie
"Alright, I understand that I"
One minute Schneebaum is talking
"I mean, Jesus, can you"
Also: I don't particularly care
If I hear a guy
Absurd.<br /><br />Another note on
While some might find the
Pure and simple.
I know that I haven't
This documentary relies way too
Schneebaum is both arrogant and
If you're looking for a
I Am Curious is really
"Whatever the director's intention, the"
The director should have just
There is a bizarre mixture
"King, serious political interviews, flopping"
The film feels more like
Other than the interesting sex
"Unlike many other reviewers, I"
If you want to see
The pervasive nudity is a
I think the cast did
They played their parts believably.
There is little of the
"This film, once sensational for"
It seems absurd now that
Given how socialistic Sweden eventually
"And its sex scenes, at"
"Nevertheless, the film and accompanying"
One part of the film
"Every once in a while,"
The satiric playfulness of this
The plot line of No
"But, throughout watching this film,"
"This story, with some of"
Sound is as much a
Could've earned a 6.
Hail Bollywood and men Directors
So the wife hits upon
society !!
gosh the same ones who
In the mean time -
This movie is traditional bollywood
What really bothered me about
A whore who conceives a
Neither is she a good
I have seen Indian movies
The whole concept of the
I realize that most bollywood
This movie wants us to
I would have expected better
I wonder if there is
Its a big joke.
Good..
Its entertaining ..
You get to see the
I wonder which audience group
I wonder how it would
She cares for Priety and
When will the audience get
Absurd.
The TV guide calls this
What is a mystery to
This is Bollywood at its
"Nauseatingly sweet, kitschy clichés on"
"To put it bluntly, you"
I watched it to satisfy
The only redeeming quality of
<br /><br />
...
but the keyword here is
But in the world of
Absolutely ridiculous.
The thing I respect about
The makers of movies like
"I get the impression, however,"
"Nevertheless, despite all this, I"
"If you're a B-rated fan,"
Don't even ask me why
The only excuse I can
:) It's too terrible for
"The acting is deplorable, Richard"
Nick Mancuso phones in a
"The script is dismal, peppered"
Dire.
Avoid.
"The French film ""Extension Du"
The basic premise of problems
"Two years ago, on Berlin"
It's a film about loneliness
In the same section on
But unfortunately we can't sympathize
"Own fault, I'm sorry."
I can't understand him.
"Not enough, the writer/director/actor want"
"Yes, there are some deeper"
"And the point is, that"
"Who didn't notice yet, it's"
At the bed store the
Perhaps it's too broad getting
THIS is a satire about
The movie doesn`t follow this
"Nobody believes, that ""our hero"""
"Too dull, too kind, too"
To finish: There are women
"Help you as you can,"
Blank check is one of
Quigley is a criminal who
So he goes to the
he finds out he needs
their kid got almost run
So Preston forges a million
So Preston buys a mansion
We soon realized Shea is
Afterwards he takes her to
an hour ago you were
so Preston asks everyone to
there is and she kisses
what?
what?
A grown woman kissed a
come on is she mentally
I mean an FBI agent
she could get arrested on
and the most creepiest part
oh dear and so he
What are they smoking?
The bottom line is that
<br /><br />This has been
Blank Check is a movie
First of all no one
Also Blank Check won't be
I wouldn't call Blank Check
(Or at least it isn't
Everything just makes you go
I saw this movie once
All this changes when a
Preston uses the check to
Preston then buys a mansion
Macintosh (named after his computer).
"After that, he just goes"
"However, on screen, it is"
"For one thing, it's too"
I know some parts of
"Also, this was a shallow"
"The characters were either cheesy,"
"But ""Juice"" was a funny"
The worst movie I have
"Yeah its fun to fantasize,"
This was just terrible and
Unless you are five or
Blank Check is easily one
The plot is completely pointless;
Do you really believe a
"The notion, let alone the"
"Please, respect your intelligence and"
I almost called HBO and
I can just see the
Not even worth seeing if
And as a movie for
Forget it.
I wouldn't let my kids
This movie is really goofy!
I saw it as an
I would only recommend this
I really didn't care for
2)Should I lie (to my
3)Does money buy friendships?
4)Is money everything?
5)Shouldn't I tell my parents
"Granted, these are very unrealistic"
A young boy comes into
"Unfortunately, the man whose money"
He wants his loot back.
When he discovers who has
He keeps getting foiled by
"Sounds familiar, I'll bet."
"Very predictable, not interesting at"
Come up with something a
"Bad Actors, bad filming, choppy"
"Basically, an 11 year old"
"Of course, the 11 year"
<br /><br />Preston Blake is
"In other words, he wanders"
Preston is also apparently capable
In this case our hot
"<br /><br />However, the absolute"
"It was, rather, the entire"
What I have failed to
"Of course, the FBI finds"
Our heroine fails to realize
I don't see how it
"Bad plot, bad dialogue, bad"
"Trust me, because I stuck"
It was so pathetically bad
Larry Buchanan.
"Yep, same guy who did"
"He's to blame, here.<br /><br"
"Y'see, the three big names"
I knew it all along.<br
"Yep, it's the truth!<br /><br"
"It's facts, when not stretching"
"You really, really do; I"
Genius.<br /><br />But like the
And that's the movie audience
what ends up killing this
here's a short list: 1.
irreverent behavior.
when the beatles came over
that was over 4 decades
get over it.<br /><br />2.
false sophistication.
"spewing out base, quasi-socio-political-isms is"
ask woody allen.<br /><br />3.
"the post-modern ""i'm hard on"
- is such a retread.<br
"smarmy, smug drollness.<br /><br />5."
"amateurish writing, acting, direction..."
ever seen student films?
"a victim of itself, about"
what?
"ultimately, it just rings as"
"well, this just does it"
Not to be confused with
This low budget indie makes
"Fraught with lousy acting, poor"
Pass on this one.
"After reading the book, I"
Watching the movie I was
It is understandable that books
Read the book and you'll
The book gives you a
These characters are extremely interesting
The locations were indeed in
Some characters not included.
Television has microwaved so many
Input from the author doesn't
I read the book and
"However, when I saw the"
"First of all, no disrespect"
The late Christopher Reeve was
"Will, according to the book,was"
I would have love to
Also Miss Beasley was miscast
I know the movie didn't
<br /><br />But to me
"As someone mentioned, I wish"
She knows her characters better
The movie let me down!
I've seen my fair share
"and it did, but perhaps"
I was left feeling surprised
But once the twist was
"What's worse is that, once"
"So all in all, it"
The last 30 minutes is
"Paul Armstrong is a liberal,"
Earl claims that his confession
Armstrong visits Sullivan in his
<br /><br />At first all
Sullivan confesses and Earl is
As this development takes place
"""Warning!"
"Major plot twist ahead!"" And"
The anticipated twist soon materialises.
"Earl, it transpires, is actually"
(Just why Sullivan wanted his
Armstrong now finds that he
"<br /><br />""Just Cause"" is"
The first half owes an
(Police brutality is now an
The central twist in the
"The finale, in which a"
Ed Harris' characterisation of Sullivan
<br /><br />(There is a
"Just as ""Just Cause"" borrowed"
<br /><br />The trouble with
The whole is normally very
Harris is normally a gifted
Blair Underwood is OK as
Sean Connery as Armstrong and
(Connery and Harris were to
<br /><br />There is another
The first half of the
The second half looks more
The filmmakers seem to have
A suitably convoluted plot was
4/10
JUST CAUSE showcases Sean Connery
(don't read if you ever
"The coroner, witnesses and even"
He is approached by the
The main evidence was his
Connery finds out that another
film over....<br /><br />Then suddenly!
It turns out that Blair
He concocted the story with
The final 30 min.
are a weird action movie
The system is completely rotten
Connery obviously had to make
The form of the film
"There are surprises, twists and"
"At times, this is truly"
"But it disappoints, and disappoints"
"I refuse to ""spoil"" the"
There is little qualitative difference
Not that every film need
Just Cause is one of
Then you hit the last
<br /><br />The kind of
Look carefully at the wonderful
"They prove, in spades, the"
The story line requires so
"It's not particularly original, and"
As other reviewers have noted
However before that it suffers
Connery is fine as is
And the ending is simply
The film makers apparently knew
Every little jump is accompanied
If you want an example
Seems that the cast should
And so I sat down
Beside Ed Harris no-one seems
"Even Sean Connery, who I"
Not once in during the
"It is thrilling, and the"
1st watched 2/16/2002 - 4
Despite the very talented cast
The movie-going public is not
We think that this movie
We are pulled into every
Yes there is some good
The performances of Fishbourne (who
In fact the screenplay doesn't
happy ending-plot plus a sudden
It's more an accident than
The more you remind the
The capital punishment is not
The subject-matter and environment could
A pot - boiler if
A supposed thriller borrowing from
"Namely, in delivering thrills."
The plot seems condensed from
"To rein in any kudos,"
Connery is clearly slowing down
He even has a father
Laurence Fishburne barely gets the
Someone once said that flashbacks
The rest of the playing
"The supposed climax managed too,"
Mediocre sloppy Hollywood film making
This movie is a crappy
The performances are generally crappy
Connery seems miscast as a
The movie absolutely gets worse
It is a third rate
The movie squanders an excellent
George Plimpton also turns up
The violence and the atmosphere
The scripting and direction are
Connery's charisma and screen presence
"Manipulative, Violent, and Ridiculous."
2/10 Avoid It.
This is just a case
Jesus Christ people lets throw
Jesus Christ people lets throw
Jesus Christ people lets throw
Jesus Christ people lets throw
"Because IT IS, that's why!"
This is the same jealous-daughter-kills-people
Rosanna Arquette makes anything worth
This can't be Mandy Schaffer's
"Somebody, do something!"
:-(<br /><br />Argh.<br /><br />What
Don't blame the cast; they
Even the winemaker's younger brother
"And please, please put Mandy"
She's too beautiful to bury
"Ya' breakin' my haht, heah....<br"
"First, the way Traci kept"
Hollywood: please stop giving villains
It's dumb.
Write better scripts so you
If your script isn't good
She already had Traci fingered.
More bad writing/directing there.<br /><br
Actually I didn't hate it
It just didn't have much
"Oh, and to whoever didn't"
the character wasn't very well
One or the other of
(Not to be confused with
;-)<br /><br />P.S.
Did I mention I hope
<:-D
Let me be really clear
I didn't watch this movie
"That being said, this movie"
you see a woman painting
"When they both finished, they"
and the woman painted A
What kind of screwball director
"And in another scene, Traci"
I mean HELLOOOOO?
MANDY DID NOT WEAR A
HER FINGER PRINTS ARE ALL
"After that, it gets worst,"
It's also a real pity
I feel real sorry for
"Same goes for Jürgen Prochnow,"
"All in all, 2/10."
"A truly, truly dire Canadian-German"
Now she's moved up to
So devoted in fact that
Almost completely unalluring and not
"This movie is so bad,"
Very bad acting very bad
Oh man.
If you want to give
"Robot a real workout, this"
The potential for cut-up lines
"Hey, do you really care"
Psychology has developed names for
But this girl seems to
It might be because her
Here Dana is not only
<br /><br />It's possible that
It's only because the script
I rather suspect than in
"<br /><br />In another sequence,"
Cut to her in another
Then cut to her wearing
You get the picture.
We're talking really bad directing.<br
<br /><br />For those looking
"For anybody else, 1/2."
I am guessing the reason
I think this was his
Considering that one made over
I have never been a
This one has Eddie as
He must find the golden
"The plot is very bad,"
I had seen better stuff
Still the main reason you
I guess they were hoping
"Unlike ""The Adventures of Buckaroo"
But here the Eddy Murphy
And the special effects are
"The ""mystic secrets"" of Tibetan"
Definitely one of funny man
A finder of lost and
For if the child were
Suffice to say the plot
Meant to be another vehicle
Even Charles Dance as the
Very silly and disappointing.<br /><br
"Well, what's to say."
THE GOLDEN CHILD falls in
Eddie Murphy is having some
Chales Dance has never been
hm...
"difficult to say, but my"
Why is it that when
"Burt Reynolds peaked, then started"
Arnold Schwarzenegger became the hottest
"And here, loquacious Eddie Murphy"
"It concerns social worker Murphy,"
"Chosen for what, I hear"
His job is to rescue
"As the main demon, classy"
"Of all Murphy's films, this"
I've read some reviews which
Michael Jackson would have claimed
That didn't work (and why
I would strongly suggest all
Whatever Murphy says or does
DOLITTLE!
The violence and visuals combined
"Speaking of visuals, they were"
Murphy is far better at
Bad movie for sure.
It's such a ridiculous fantasy
(Charles Dance) is awful as
(Eddie Murphy) is doing a
I'll never understand why or
In one TV interview I've
<br /><br />One of the
"Well, no my friend."
It's the cinematic foolishness which
<br /><br />There are 2
The first is that I'll
But how odd !
As I've watched her in
Anyhow the second reason is
I remember when THE GOLDEN
Bad guys enter the temple<br
Go on guess ?
You do get the impression
Obviously this might have been
Not only that but it
In fact that`s the main
I blame the director personally
Did anyone know before shooting
"It`s part fantasy , part"
I will start this off
I picked it up on
I figured there wasn't any
Was I wrong or what?
"Seriously now, who approved this"
They need to be forced
That's the only fitting punishment
The shooting reminds me of
The acting isnt much better.
I think the only difference
"Yay, who cares..."
"Shecky Moskowitz is unfunny, and"
That's about as much of
I own it on DVD
Each comes back and laughs
I can say without a
Adam Sandler is an abomination
That's the plot.<br /><br />
Nothing else in the film
even General Noriega makes an
Add to the mix Miss
I highly recomend seeing this
I guarantee the first thing
I wanted to punch the
Watching it was torture.
I hated it.
Never watch this movie.
The terrorists are annoying.
Adam Sandler is annoying.
I normally like him but
I wanted to break the
This is the most irritating
The comedian he's jealous of
The only remotely funny part
It was so irritating I
DO NOT BUY THIS MOVIE
If you even like Adam
It will just make you
"Do yourself a favor, if"
Its a waste of the
First: I bought it at
Second: I watched it.
Third: It was boring.
Fourth: It was not funny.
Fifth: Most of the antics
"And last, but not least:"
I pity it because it
Even if you are a
"Instead, just take the video,"
I am a HUGE Adam
So I went out with
We put it on and
I couldn't even watch 30
I could not believe how
Although from seeing the horribly
"This movie, in my opinion,"
Even if you're a huge
I bought this movie for
"Well, there are quite a"
I'm not sure what point
I can be wrong.
This is like watching one
He might look back at
"This is hardly a ""movie""!"
Sandler does a lot of
So our job is pretty
"There is no steady plot,"
That guy who played the
And Sandler finds his comic
I'm not even going to
"Sure, Sandler's current and recent"
This is a strictly amateurish
You're better off checking out
Billy Bob Thornton also makes
<br /><br />This awful comedy
<br /><br />My score: 3
This early Adam Sandler film
His character's constant acknowledgement of
The film is nothing compared
"Unfortunately, Sandler had not yet"
The majority of the film's
The film is hard to
Sandler talks to the camera
The film is ultimately awkward
I immediately wanted to forget
Pass this one up at
Having decided some time ago
"What I didn't realise however,"
I'll give you an idea
"Yes folks, it really is"
Billy Bob is only in
"For some reason though, although"
That's probably because I save
2/10 at a push.
Worst mistake of my life.<br
"I was wrong, completely wrong."
Mid-way through the film all
"Worst plot, Worst script, Worst"
I wanted to hit my
Because it felt damn good.
Upon bashing my head in
"It took American Psycho, Army"
I HATE YOU SANDLER FOR
This movie was so bad
There was no plot and
I was thoroughly bored and
Politicians with no charisma speaking
Is there no quality control
Watching the girls in bikinis
He was not funny in
I saw this movie about
I was fully aware at
"But like most, I didn't"
"Being a Sandler fan, it"
I figured it was just
I couldn't have been more
That is actually quite an
You'd think in a 90
"But no, it's just horrible."
"It's not ""so bad it's"
You cannot laugh at how
You wait patiently for a
Where the people watch a
If this movie was on
Don't.
Please don't.
"Trust me, I'm doing you"
There are 2 types of
"Shecky, is a god damned"
Until recently I worked for
We would go through many
Now to tortu^^^^^ test the
We had hundreds of copies
Our new staff would be
The rest of the crew
His name crops up in
Crazy.
The production quality is absolute
Even so it is worth
With Adam Sandler.<br /><br />This
It's about cruise ship waiter
"First off, there is not"
It is so unfunny it's
There is surprisingly not much
"The budget is really low,"
It takes place on a
The opening credits are animated
I hate this movie and
rated R for Language.
A friend of mine bought
Despite featuring big names such
"It uses tired, bottom of"
When the ship's resident comedian
"Dickie is not dead, he's"
I stole this movie when
I've tried to watch it
"""Sweet, Adam Sandler, I've never"
I can't make myself watch
You would think that terrible
This movie isn't worth the
I've watched a ton of
but I still couldn't watch
This HAS to be the
"In the first 15 minutes,"
I was on vacation at
The condo we were staying
This started with a bad
There's nothing even remotely funny
But if you decide to
This movie is by far
If you have to create
I have to say that
Adam sandler should be restricted
Watching this movie is like
Anyone with half of a
If I had an extra
Watching this stinker constitutes cruel
Truly a slow and painful
But the thought that keeps
You know that show on
"IMMEDIATELY, spin off a comedy"
Without a good humorous spoof
I picked up this movie
There was absolutely no story
And even worse than the
And last of all is
"In my opinion, Don't buy"
This is definitely the worst
There are 3 or 4
Don't waste your time.
I only saw it because
If you've ever seen this
"If you haven't, and want"
"So, if you're REALLY bored,"
If you want to know
Adam doesn't like how one
BUT WAIT!
It only gets worse!
You'll have to rent the
I just finished watching Going
I have to say that
I even tried to get
Adam Sandler could not find
"As for the writing, if"
I believe that somewhere I
Did Wallmart get a good
Every store has a big
The only good thing about
I had never heard of
Being an Adam Sandler fan
HONESTLY I could only watch
of it.
It was TERRIBLE.
Do whatever it takes to
I honestly hope this movie
Hello.
"I am Paul Raddick, a.k.a."
"Panic Attack of WTAF, Channel"
Let me tell you about
Sandler encounters babes that like
The babes were supposed to
Adam Sandler fared bad in
"Man, Drew Barrymore was one"
"Spanglish is red hot, Going"
End of file.
"Mere thoughts of ""Going Overboard"""
Throwing yourself out a window
It's not even a supposed
I would spend money to
"Oh the pain, the pain..."
"...okay, maybe not all of"
Lured by the false promise
"...whatever you do, do NOT"
"Gouge out your eyes, repeatedly"
Never again--never forget!<br /><br />
Unwatchable.
You can't even make it
And this is coming from
I'm glad that I saw
There is no plot.
It's like watching a painfully
It may change your thoughts
You may never recover from
This movie portrays Ruth as
Babe Ruths early life was
"Also, Lou Gehrig was barely"
His life was more than
"He was an American hero,"
I feel that I am
Shame on the makers of
It's impossible for me to
"Not that I haven't tried,"
"But my inner five-year-old goes,"
"Care Bears!"" every time I"
"So - I'd only (cautiously,"
To those actually looking for
I really wanted to like
"I absolutely love kenny hotz,"
Not that I like spenny
Spenny ruins this movie.
He should of let kenny
There really isn't too many
Overall this movie was disappointing.
I would only suggest watching
"Regardless of this production, I"
This is the worst documentary
I'm glad to see the
All they want to do
They keep changing the script
I could not get out
Please never see this film.
Robert Taylor definitely showed himself
It was one of the
"Nonetheless, this picture was far"
<br /><br />Taylor is a
"In his early scenes, Nolan"
Note the appearance of Russ
The following year Tamblyn and
"By the film's end, it's"
How about the elements of
This was the third remake
Daraar got off to a
The first scene really left
"Other than that, the first"
All the first half of
"By the way, don't you"
"He was an over-protective, neat-freak"
He used to beat up
One of the reasons I
This film in general has
"For the record, this film"
Back in 1998 a movie
She's finally released from the
(now THAT was original) The
After moving in she falls
If you've seen The Landlady
It did have some original
The highlight of the movie
Somewhat of a ripoff but
Despite the high ratings given
The attractive Justine Priestly's brief
I got this movie because
"It came in, and the"
"Hot chick, carrying a weapon,"
"This was so horrible, I"
I think MAYBE three scenes
I feel bad putting this
SHALLOW GRAVE begins with either
(I'm leaning toward rip off.)
Bad acting and amateurish directing
Lauderdale for summer vacation and
(Note to Yankees: stay on
When she finally finds a
(Note to Yankees: do not
Tom Law is likable as
The girls stop at a
Sue Ellen runs into a
Dean has turned the radio
The preacher on the radio
His sermon is about how
I feel sorry for this
Jezebel was in the Old
This movie is basically about
On their way there they
The girls end up on
She becomes scared and runs
The other girls decide to
Then the two remaining girls
The deputy sheriff meanwhile is
The best part was the
This movie reminds me of
It's not a movie worth
I saw this by chance
The only facial movement I
Film version of Sandra Bernhard's
Sandra spoofs lounge acts and
Her fans will say she's
"But she's also shrill, with"
She doesn't want to make
But even if you meet
Filmmaker Nicolas Roeg served as
Bernhard co-wrote the show with
*1/2 from ****
Killer Tomatoes movies have this
"I personally like it, but"
"The tomatoes aren't the same,"
Because that's the only thing
They really shouldn't have done
What made the original Killer
John Astin of Adams Family
Dr.
Gangrene (Astin) escapes from a
"The hero, his French girlfriend"
There was nothing of value
The fact that I even
Anyone connected to this film
So what was the story
What was with the girl?
Was the viewer supposed to
"Sadly, I tried several times"
I even borrowed a kid
"Kid said it was stupid,"
I find that possibly some
That might be pushing it.
I did love the theme
Good thing it was only
I suppose you might enjoy
Is pot legal in France?
"As an Altman fan, I'd"
It doesn't.<br /><br />As Maltin
"But other than that, avoid"
(Which is pretty easy to
What an insult to Olivia
I realize that it is
"<br /><br />Despite that, this"
"And, in striving to somehow"
It includes similar dance sequences
We saw this in Trashin'
"In fact, this movie is"
To top it off in
"Needless to say, homelife is"
"Add to the mix, a"
"And, of course, we can't"
Could this kid be any
And it seems that one
(I like how the gym
It makes episodes of 'Amazing
For that you might be
"So, Caveat Emptour."
It's not really about gymnastics;
"Instead, like every other Rocky/Flashdance"
"Ronald Reagan top to bottom,"
Some of the actors are
"Keanu Reeves, warming up for"
It's my instinct to be
But D'Abo doesn't quite convince
"I only today, picked this"
"""Dream to Believe"" is a"
This film is probably only
It has a young Keanu
And 2.
"It's directed by Paul Lynch,"
Now onto the movie.
<br /><br />It's about a
So the accident prevents her
Eventually she is chosen to
"<br /><br />Overall, Keanu alone"
The DVD itself is not
So this can probably be
The DVD artwork makes no
"In any case, avoid at"
I probably won't be hanging
I'm probably gonna give it
"Hey, if any of you"
"to movie,this movie felt like"
What was an exciting and
"During the first season, Dark"
Within 3 episodes of the
I found the new characters
The new plotlines were stretching
On one of the second
"Awful, simply awful."
It proves my theory about
B O R I N
1/10 (I rated it so
(It's called an indirect proportionality:
Another way to look at
"God, I was bored out"
I had been expecting a
But the thing failed miserably
"In all that time, it"
"On top of that, I"
"As for Alba, yes, she"
You can count me out
Cameron!
"Wow, here it finally is;"
In a real low-budget setting
"Yes, we do get to"
"In fact, it doesn't deserve"
I'm trying to picture the
"""I'm thinking Matrix, I'm thinking"
Only - get this!
- we'll do it without
Fanboys dig loud bangs and
Live action anime without any
SF just the way Joe
:(
